UID,GMDNTermCode,DeviceName,DeviceDescription,BrandName,Model
5051977000536,36316,Enflurane anaesthesia vaporizer,"The Sigma Delta MRI vaporizer is designed for incorporation in the fresh gas supply system of continuous flow anaesthetic machines, directly connected between the flowmeter unit and the common gas outlet of the machine. Its purpose is the provision of accurate concentrations of the anaesthetic drugs into the fresh gas supply, according to the setting of the control dial. The Sigma Delta MRI vaporizer can be used within an MRI environment with both 1.5T and 3T magnets and for anaesthetic drugs Isoflurane, Enflurane, Sevoflurane and Halothane.",Penlon,Sigma Delta MRI
